1.250000000000000000e+01,3.600000000000000000e+01,1.369999999999999929e+01,3.329999999999999716e+01
1.250000000000000000e+01,3.600000000000000000e+01,1.009999999999999964e+01,3.779999999999999716e+01
1.250000000000000000e+01,3.600000000000000000e+01,1.290000000000000036e+01,3.900000000000000000e+01
1.369999999999999929e+01,3.329999999999999716e+01,1.250000000000000000e+01,3.600000000000000000e+01
1.369999999999999929e+01,3.329999999999999716e+01,1.660000000000000142e+01,3.389999999999999858e+01
1.369999999999999929e+01,3.329999999999999716e+01,1.409999999999999964e+01,3.030000000000000071e+01
1.369999999999999929e+01,3.329999999999999716e+01,1.109999999999999964e+01,3.180000000000000071e+01
1.660000000000000142e+01,3.389999999999999858e+01,1.369999999999999929e+01,3.329999999999999716e+01
1.660000000000000142e+01,3.389999999999999858e+01,1.939999999999999858e+01,3.270000000000000284e+01
1.660000000000000142e+01,3.389999999999999858e+01,1.919999999999999929e+01,3.539999999999999858e+01
1.409999999999999964e+01,3.030000000000000071e+01,1.369999999999999929e+01,3.329999999999999716e+01
1.409999999999999964e+01,3.030000000000000071e+01,1.219999999999999929e+01,2.800000000000000000e+01
1.409999999999999964e+01,3.030000000000000071e+01,1.650000000000000000e+01,2.850000000000000000e+01
1.219999999999999929e+01,2.800000000000000000e+01,1.409999999999999964e+01,3.030000000000000071e+01
1.219999999999999929e+01,2.800000000000000000e+01,1.340000000000000036e+01,2.519999999999999929e+01
1.219999999999999929e+01,2.800000000000000000e+01,9.199999999999999289e+00,2.810000000000000142e+01
1.939999999999999858e+01,3.270000000000000284e+01,1.660000000000000142e+01,3.389999999999999858e+01
1.939999999999999858e+01,3.270000000000000284e+01,2.230000000000000071e+01,3.210000000000000142e+01
1.939999999999999858e+01,3.270000000000000284e+01,2.030000000000000071e+01,3.560000000000000142e+01
2.230000000000000071e+01,3.210000000000000142e+01,1.939999999999999858e+01,3.270000000000000284e+01
1.340000000000000036e+01,2.519999999999999929e+01,1.219999999999999929e+01,2.800000000000000000e+01
1.340000000000000036e+01,2.519999999999999929e+01,1.440000000000000036e+01,2.239999999999999858e+01
9.199999999999999289e+00,2.810000000000000142e+01,1.219999999999999929e+01,2.800000000000000000e+01
9.199999999999999289e+00,2.810000000000000142e+01,6.700000000000000178e+00,2.980000000000000071e+01
1.440000000000000036e+01,2.239999999999999858e+01,1.340000000000000036e+01,2.519999999999999929e+01
1.440000000000000036e+01,2.239999999999999858e+01,1.669999999999999929e+01,2.050000000000000000e+01
1.440000000000000036e+01,2.239999999999999858e+01,1.209999999999999964e+01,2.430000000000000071e+01
2.030000000000000071e+01,3.560000000000000142e+01,1.939999999999999858e+01,3.270000000000000284e+01
2.030000000000000071e+01,3.560000000000000142e+01,2.260000000000000142e+01,3.750000000000000000e+01
1.669999999999999929e+01,2.050000000000000000e+01,1.440000000000000036e+01,2.239999999999999858e+01
1.669999999999999929e+01,2.050000000000000000e+01,1.500000000000000000e+01,1.800000000000000000e+01
1.669999999999999929e+01,2.050000000000000000e+01,1.969999999999999929e+01,2.050000000000000000e+01
